source_id,input_fulltext_id,input_content_hash,parser_version,parse_status,failure_reason,parse_quality,page_count,extracted_char_count,table_count,reference_section_detected,experimental_section_detected,ocr_required,fulltext_relevance_status,candidate_extract_eligible,promotion_reason,section_count,span_count,warnings_json,raw_text_path,parsed_text_path,created_at,updated_at
LIT_A4E38E9C51ED6D44,FT_943E4B8C302DF38A3831,60e6076ddec8349deddb62a020808368a409f8462db618d8a59082c7b457728a,cnt_section_rules_v7,success,,good,12,50417,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,19,132,"[""page_4_two_column_reading_order"", ""page_7_two_column_reading_order"", ""page_9_two_column_reading_order"", ""page_12_two_column_reading_order""]",data/raw/fulltext/text/LIT_A4E38E9C51ED6D44.txt,data/interim/parsed_text/LIT_A4E38E9C51ED6D44.txt,2026-07-16T04:34:56Z,2026-07-16T04:34:56Z
LIT_A590E23A531DD9BE,FT_AC23DD7FD98F0B36D6D0,68c0bb0c6778226c24f0a75d21ed32fc9102e1642f5f2eac4b7cc81120d0de3c,cnt_section_rules_v7,success,,good,130,100490,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,145,211,[],data/raw/fulltext/text/LIT_A590E23A531DD9BE.txt,data/interim/parsed_text/LIT_A590E23A531DD9BE.txt,2026-07-16T04:04:36Z,2026-07-16T04:04:36Z
LIT_A6352ED09495ADE6,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:39:59Z,2026-07-16T04:39:59Z
LIT_A67692827E9AD9EF,FT_049513964E84DEB7D157,b3037bce977e73f39b55338a5924357fea4fe8e5f01ad079760de5860b67129b,cnt_section_rules_v7,success,,good,19,70700,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,20,132,"[""page_2_two_column_reading_order"", ""page_10_two_column_reading_order""]",data/raw/fulltext/text/LIT_A67692827E9AD9EF.txt,data/interim/parsed_text/LIT_A67692827E9AD9EF.txt,2026-07-16T04:07:13Z,2026-07-16T04:07:13Z
LIT_A7E485A52DA7BA40,FT_9EA807D5738E81D7E43C,182bb37c7d0bdb374b1e59287516c5daf64d044e8edd96fb56cee6e588995642,cnt_section_rules_v7,success,,good,15,60978,4,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,33,136,[],data/raw/fulltext/text/LIT_A7E485A52DA7BA40.txt,data/interim/parsed_text/LIT_A7E485A52DA7BA40.txt,2026-07-16T04:35:47Z,2026-07-16T04:35:47Z
LIT_AB19A8D536DD7DF2,FT_98466D3CBEBA1BBB80B2,569e5348c49a65d69e7b65444c05a95a14a691a6acb845c6416153d7f95aff0d,cnt_section_rules_v6,success,,good,16,55905,1,1,0,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,31,173,"[""page_3_two_column_reading_order"", ""page_10_two_column_reading_order"", ""page_15_two_column_reading_order"", ""page_16_two_column_reading_order""]",data/raw/fulltext/text/LIT_AB19A8D536DD7DF2.txt,data/interim/parsed_text/LIT_AB19A8D536DD7DF2.txt,2026-07-16T02:14:42Z,2026-07-16T02:41:24Z
LIT_ACDFBAEA33554788,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:24:26Z,2026-07-16T04:24:26Z
LIT_AE42008958B41BB3,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:18:23Z,2026-07-16T04:18:23Z
LIT_AFA5F6070C3053B2,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:24:38Z,2026-07-16T04:24:38Z
LIT_B001742209BFB7A3,FT_DF6978205D8E5E1F584A,700c5f7722a7d3b65333750ccc803c7b51447755374aa4016cfdc0ecb992259a,cnt_section_rules_v7,success,,good,14,34931,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,28,75,"[""page_2_two_column_reading_order"", ""page_3_two_column_reading_order"", ""page_6_two_column_reading_order"", ""page_8_two_column_reading_order""]",data/raw/fulltext/text/LIT_B001742209BFB7A3.txt,data/interim/parsed_text/LIT_B001742209BFB7A3.txt,2026-07-16T04:32:59Z,2026-07-16T04:32:59Z
LIT_B3E940ECE82E056A,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:43:38Z,2026-07-16T04:43:38Z
LIT_B6DA758AB9D1C00B,FT_91BD174ECEBFC6AE50FD,faf73876239254b777d6e910f6d1fd1ecc745f30e6dfa865e4cea900584ae770,cnt_section_rules_v7,success,,good,7,22117,0,1,0,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,17,56,"[""page_2_two_column_reading_order"", ""page_7_two_column_reading_order""]",data/raw/fulltext/text/LIT_B6DA758AB9D1C00B.txt,data/interim/parsed_text/LIT_B6DA758AB9D1C00B.txt,2026-07-16T04:03:41Z,2026-07-16T04:03:41Z
LIT_B737792873D4A97E,FT_B0AA09C3D0C6AC448646,1ae38bdd45021439d1896545f2c0a2a0983d930a1d7bbabf158e24e8b97a28c1,cnt_section_rules_v7,success,,good,5,15069,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,12,62,"[""page_4_two_column_reading_order""]",data/raw/fulltext/text/LIT_B737792873D4A97E.txt,data/interim/parsed_text/LIT_B737792873D4A97E.txt,2026-07-16T04:26:55Z,2026-07-16T04:26:55Z
LIT_B87E5503BFB816F7,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:38:57Z,2026-07-16T04:38:57Z
LIT_BA29B44179EB3783,FT_94CF073A536726466F40,414357a3b135f9b25fa36e204929043775263a190a6afcfac1c63b440e6da32b,cnt_section_rules_v7,success,,good,44,53972,1,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,19,114,[],data/raw/fulltext/text/LIT_BA29B44179EB3783.txt,data/interim/parsed_text/LIT_BA29B44179EB3783.txt,2026-07-16T04:38:29Z,2026-07-16T04:38:29Z
LIT_BCDE11C4AA968CDF,FT_8245B5800951E0DA4372,cdfefd6eb7bce638dfcd1a226ed6e660dbdfe0a0d7bdf7595bae6aa89dd00850,cnt_section_rules_v7,success,,unreadable,0,0,0,0,0,0,needs_fulltext_review,0,parse_quality_unreadable_blocks_automatic_candidate,2,5,[],data/raw/fulltext/text/LIT_BCDE11C4AA968CDF.txt,data/interim/parsed_text/LIT_BCDE11C4AA968CDF.txt,2026-07-16T04:35:18Z,2026-07-16T04:35:18Z
LIT_BD4EB81F96BE4EFC,,,cnt_section_rules_v5,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,,0,0,[],,,2026-07-15T07:30:16Z,2026-07-15T07:35:20Z
LIT_C218734AA7F3AF9E,FT_AA4F0343E408A54BED12,e4935d687e31546616d0ee4dd2fdd93f767f4130f838d6facc4de55ff426f13c,cnt_section_rules_v7,success,,good,30,38132,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,18,86,[],data/raw/fulltext/text/LIT_C218734AA7F3AF9E.txt,data/interim/parsed_text/LIT_C218734AA7F3AF9E.txt,2026-07-16T04:11:17Z,2026-07-16T04:11:17Z
LIT_C315059E43457080,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:43:11Z,2026-07-16T04:43:11Z
LIT_C71E7D38A1D39559,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:42:37Z,2026-07-16T04:42:37Z
LIT_C726D1011E035C35,FT_7F7C1E8407D196F67B8A,6d9fbe5e36956a1707ac69df5c56fdeb635b8d8e608cada813db0fdb41bd4cd3,cnt_section_rules_v7,success,,good,28,63947,12,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,77,300,[],data/raw/fulltext/text/LIT_C726D1011E035C35.txt,data/interim/parsed_text/LIT_C726D1011E035C35.txt,2026-07-16T04:09:05Z,2026-07-16T04:09:05Z
LIT_C78FACE8C438AE4B,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:44:49Z,2026-07-16T04:44:49Z
LIT_C9225882C7129538,FT_AA2B8D4BE12E43CD0923,0f15d32a0b9665ea8a485949d64c2f480952b055f3dd806b7fe7206b588cdb5e,cnt_section_rules_v7,success,,unreadable,0,0,0,0,0,0,needs_fulltext_review,0,parse_quality_unreadable_blocks_automatic_candidate,2,9,[],data/raw/fulltext/text/LIT_C9225882C7129538.txt,data/interim/parsed_text/LIT_C9225882C7129538.txt,2026-07-16T04:39:41Z,2026-07-16T04:39:41Z
LIT_C928134CFAB77D18,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:44:26Z,2026-07-16T04:44:26Z
LIT_C94175DFBAED274E,FT_936A90A088CCE7997394,13ea73db32c8aed01fb48387781cde841378711c2b9a6a96b08a77e4e290f4fd,cnt_section_rules_v7,success,,good,8,21324,0,1,0,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,19,64,"[""page_1_scientific_reports_abstract_and_introduction_inferred""]",data/raw/fulltext/text/LIT_C94175DFBAED274E.txt,data/interim/parsed_text/LIT_C94175DFBAED274E.txt,2026-07-16T04:37:41Z,2026-07-16T04:37:41Z
LIT_CB3728625EE36E64,FT_0D186737DE3CBC70D941,1f4086793b9148e8a2d2ec1f7c9d0b0a67b0e58f7c9cbefa62861ca65bd14def,cnt_section_rules_v6,success,,partial,0,38556,0,0,0,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,6,124,[],data/raw/fulltext/text/LIT_CB3728625EE36E64.txt,data/interim/parsed_text/LIT_CB3728625EE36E64.txt,2026-07-16T02:14:42Z,2026-07-16T02:21:27Z
LIT_CC1837EDE2344C3D,FT_7DA901E2E753F14AE095,4a1df55cbef890c9978e14908f724849dc8c67dcfdcab447cadf4db8c98b2726,cnt_section_rules_v7,success,,partial,0,28624,6,0,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,33,100,[],data/raw/fulltext/text/LIT_CC1837EDE2344C3D.txt,data/interim/parsed_text/LIT_CC1837EDE2344C3D.txt,2026-07-16T04:19:21Z,2026-07-16T04:19:21Z
LIT_CF3766DB7A5E26B9,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:15:37Z,2026-07-16T04:15:37Z
LIT_CF56A19ED6BBCB01,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:26:02Z,2026-07-16T04:26:02Z
LIT_D1AF7614B5E2F098,FT_1E7829A3CEC1EB8F4112,5a64f3a7f32e4167cf38c9507f19c147ab13a3d9dc0ad0d3e416716aa38fe0c7,cnt_section_rules_v6,success,,good,30,46831,3,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,23,99,[],data/raw/fulltext/text/LIT_D1AF7614B5E2F098.txt,data/interim/parsed_text/LIT_D1AF7614B5E2F098.txt,2026-07-16T02:14:42Z,2026-07-16T02:41:28Z
LIT_DA62998A464D0B34,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:45:59Z,2026-07-16T04:45:59Z
LIT_DB283D1C5235DA93,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:14:58Z,2026-07-16T04:14:58Z
LIT_DF814A8718A9C99E,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:43:05Z,2026-07-16T04:43:05Z
LIT_E099468AD3074B0A,FT_74D6FAC61A4F1F91F7F3,1098b4217f4293efbd799874bafb72002ba81c285241a2ac591774dbdccc390b,cnt_section_rules_v6,success,,good,8,35102,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,19,59,"[""page_5_two_column_reading_order"", ""page_8_two_column_reading_order""]",data/raw/fulltext/text/LIT_E099468AD3074B0A.txt,data/interim/parsed_text/LIT_E099468AD3074B0A.txt,2026-07-16T02:14:42Z,2026-07-16T02:41:31Z
LIT_E13B930955884551,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:36:20Z,2026-07-16T04:36:20Z
LIT_E143C2299B8F1763,FT_569BAA02F2D54F7A8905,d7b83e9f0ac50ac010ad3ebfd8c72083c7d95a06380d649c234611fb03417b99,cnt_section_rules_v7,success,,good,6,20643,0,1,0,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,23,68,"[""page_2_two_column_reading_order"", ""page_3_two_column_reading_order"", ""page_4_two_column_reading_order"", ""page_5_two_column_reading_order""]",data/raw/fulltext/text/LIT_E143C2299B8F1763.txt,data/interim/parsed_text/LIT_E143C2299B8F1763.txt,2026-07-16T04:27:02Z,2026-07-16T04:27:02Z
LIT_E53DEA9D83E63299,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:42:53Z,2026-07-16T04:42:53Z
LIT_E59DADD0A138DCAC,FT_35D00F8673734E4993EB,c1641f0a5cde4e1890a5f21fc03032c7929d187b3ff12882b2d6f2c2ae602093,cnt_section_rules_v6,success,,good,284,378448,16,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,263,482,"[""page_9_two_column_reading_order"", ""page_259_two_column_reading_order"", ""page_263_two_column_reading_order"", ""page_264_two_column_reading_order""]",data/raw/fulltext/text/LIT_E59DADD0A138DCAC.txt,data/interim/parsed_text/LIT_E59DADD0A138DCAC.txt,2026-07-16T02:14:42Z,2026-07-16T02:21:27Z
LIT_E73E76ED1EA1C0E4,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:41:00Z,2026-07-16T04:41:00Z
LIT_E78B76EE29224064,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:36:56Z,2026-07-16T04:36:56Z
LIT_E7EE67D8E5246854,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:42:22Z,2026-07-16T04:42:22Z
LIT_E8DE06415D694B2B,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:14:44Z,2026-07-16T04:14:44Z
LIT_E8FE9FB51AC672F0,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:34:24Z,2026-07-16T04:34:24Z
LIT_E90939E07D9CD188,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:39:35Z,2026-07-16T04:39:35Z
LIT_E949264AD5000FE1,FT_01F88F768234FE1E56B0,4c03e67b32ce9b9e77f9f3d755e1c11cf6295a8651aeaefb24c289d865f5563e,cnt_section_rules_v7,success,,partial,0,20108,2,0,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,20,69,[],data/raw/fulltext/text/LIT_E949264AD5000FE1.txt,data/interim/parsed_text/LIT_E949264AD5000FE1.txt,2026-07-16T04:35:11Z,2026-07-16T04:35:11Z
LIT_E9527B62ACCB5FAE,FT_E4689FA9CFFA82131F1D,4f190cfa6835fd8f90c67a101c9708d4fa00a1a6865134ce2e4b8118aecf69c5,cnt_section_rules_v7,success,,partial,0,17984,0,0,0,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,37,66,[],data/raw/fulltext/text/LIT_E9527B62ACCB5FAE.txt,data/interim/parsed_text/LIT_E9527B62ACCB5FAE.txt,2026-07-16T04:38:08Z,2026-07-16T04:38:08Z
LIT_E95F6638C71EC3C6,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:07:43Z,2026-07-16T04:07:43Z
LIT_EB28A99EB5E9DC87,FT_06A42647CB9CC22229FD,726f5ead70d80408a8c25dd0d60472249befce5e7d71892f430e27d782e2f6dc,cnt_section_rules_v7,success,,good,26,58265,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,41,196,[],data/raw/fulltext/text/LIT_EB28A99EB5E9DC87.txt,data/interim/parsed_text/LIT_EB28A99EB5E9DC87.txt,2026-07-16T04:10:35Z,2026-07-16T04:10:35Z
LIT_EB2BD7ACC3C71120,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:44:23Z,2026-07-16T04:44:23Z
LIT_EB3FAF39161934F8,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:40:55Z,2026-07-16T04:40:55Z
LIT_EC90CFDB47F2377F,FT_E0A6F7A101EA6CF6C83D,7f45b54b9dcadb03563cb199fe134480121d11524e44c07930f40ef3cede05e2,cnt_section_rules_v6,success,,good,7,23472,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,12,53,[],data/raw/fulltext/text/LIT_EC90CFDB47F2377F.txt,data/interim/parsed_text/LIT_EC90CFDB47F2377F.txt,2026-07-16T02:14:42Z,2026-07-16T02:41:33Z
LIT_EC98DCB343E903C7,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:44:52Z,2026-07-16T04:44:52Z
LIT_ECA602A87CFC3EC3,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:42:43Z,2026-07-16T04:42:43Z
LIT_F21A6E2777DFE134,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:43:56Z,2026-07-16T04:43:56Z
LIT_F468A1E4EA97CACA,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:40:51Z,2026-07-16T04:40:51Z
LIT_F50C7AB0FAE28AAD,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:39:56Z,2026-07-16T04:39:56Z
LIT_F5C517498209ABBA,FT_91D47A16A067D367A6F4,7f13c21ac393d964e294a6339863fe7d360c784f35aca633fe243416233b8155,cnt_section_rules_v7,success,,partial,0,25170,4,0,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,42,132,[],data/raw/fulltext/text/LIT_F5C517498209ABBA.txt,data/interim/parsed_text/LIT_F5C517498209ABBA.txt,2026-07-16T04:19:05Z,2026-07-16T04:19:05Z
LIT_F64EACA2D669B320,FT_E1999967AA605357228A,5c200581f9cb34d5bf7c04715839ebe5813251ffda27d34bb8f6bfbf55a3dca6,cnt_section_rules_v7,success,,partial,190,203402,15,0,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,155,718,[],data/raw/fulltext/text/LIT_F64EACA2D669B320.txt,data/interim/parsed_text/LIT_F64EACA2D669B320.txt,2026-07-16T04:18:03Z,2026-07-16T04:18:03Z
LIT_F6B2DB3CC3BAB571,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:44:05Z,2026-07-16T04:44:05Z
LIT_F6D83F1702976124,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:43:53Z,2026-07-16T04:43:53Z
LIT_F6F6FDC0AA3C72A9,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:14:38Z,2026-07-16T04:14:38Z
LIT_F71FE83AF8BAF6E7,FT_21C9C830704412E7318D,044347eeec7c4a391c34872b8603dc23606cb36a0509e11a925c3be79cdd14b8,cnt_section_rules_v6,success,,good,18,21301,0,1,0,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,9,62,[],data/raw/fulltext/text/LIT_F71FE83AF8BAF6E7.txt,data/interim/parsed_text/LIT_F71FE83AF8BAF6E7.txt,2026-07-16T02:14:42Z,2026-07-16T02:41:34Z
LIT_F7D0F5C6CBE17B59,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:18:30Z,2026-07-16T04:18:30Z
LIT_F9ED79E1CCABED15,FT_EA9B7D63D40300799995,38282a4fbd1ef8baeda3cd329062fb10c3692ab6f890963a1b85ef24a1ea5277,cnt_section_rules_v7,success,,good,6,20118,14,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,36,110,"[""page_2_two_column_reading_order"", ""page_5_two_column_reading_order""]",data/raw/fulltext/text/LIT_F9ED79E1CCABED15.txt,data/interim/parsed_text/LIT_F9ED79E1CCABED15.txt,2026-07-16T04:38:36Z,2026-07-16T04:38:36Z
LIT_FB76AA75976322C2,FT_50C2AB12FA6570189AC6,02b54e4c1e57bf09cc3e7cfebad6f9a96313d943f8111e562aebec783bbf45c6,cnt_section_rules_v7,success,,good,10,24997,2,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,19,62,"[""page_10_two_column_reading_order""]",data/raw/fulltext/text/LIT_FB76AA75976322C2.txt,data/interim/parsed_text/LIT_FB76AA75976322C2.txt,2026-07-16T04:25:15Z,2026-07-16T04:25:15Z
LIT_FBB61BB3B58BBBCC,FT_4C4D3C7D96FADC383038,5cf4f0256e5f259276c2bd22b58bbb67278096a4e625fc59af2f1e71e7c1ed1d,cnt_section_rules_v7,success,,good,11,35640,0,1,1,0,insufficient_experimental_evidence,0,requires_cnt_identity_experimental_section_and_at_least_two_evidence_types,12,5,"[""page_10_two_column_reading_order""]",data/raw/fulltext/text/LIT_FBB61BB3B58BBBCC.txt,data/interim/parsed_text/LIT_FBB61BB3B58BBBCC.txt,2026-07-16T04:30:52Z,2026-07-16T04:30:52Z
LIT_FBC1DDD86139179A,FT_8F2F0688EAEDA93F5E2B,bc7b53adb2fa3ac0d8d35b4fbcdafdf435494b292af20cccd73c398b442b9a46,cnt_section_rules_v7,success,,partial,6,18968,0,0,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,13,63,"[""page_3_two_column_reading_order""]",data/raw/fulltext/text/LIT_FBC1DDD86139179A.txt,data/interim/parsed_text/LIT_FBC1DDD86139179A.txt,2026-07-16T04:14:24Z,2026-07-16T04:14:24Z
LIT_FBF94DA058373640,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:25:09Z,2026-07-16T04:25:09Z
LIT_FE82BF8DB86FE9C1,,,cnt_section_rules_v7,skipped,no_available_fulltext,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,parse_status_skipped:no_available_fulltext,0,0,[],,,2026-07-16T04:24:29Z,2026-07-16T04:24:29Z
LIT_FED9C6063C6C12CA,FT_5552AD3B39242E0B0C16,714c42c1b2ca536c0bfcc2292a2f6b0b9bf569759d1d99824ff097bba392f51b,cnt_section_rules_v5,success,,metadata_only,0,0,0,0,0,0,needs_fulltext_review,0,,19,27,"[""page_1_two_column_reading_order""]",data/raw/fulltext/text/LIT_FED9C6063C6C12CA.txt,data/interim/parsed_text/LIT_FED9C6063C6C12CA.txt,2026-07-15T07:30:16Z,2026-07-15T07:34:54Z
P001_Dubey_2012_FeMo_MgO_tMWCNT,FT_B02CE4579CC113812774,6e9cdd4406f7d8c71631e6ba62b01b35309c34654d3fbf37447c05c03b94c0eb,cnt_section_rules_v6,success,,good,10,41586,0,1,1,0,candidate_extract,1,fulltext_cnt_identity+experimental_section+multi_type_experimental_evidence,20,136,"[""page_2_two_column_reading_order"", ""page_4_two_column_reading_order"", ""page_6_two_column_reading_order"", ""page_9_two_column_reading_order"", ""page_10_two_column_reading_order""]",data/raw/fulltext/text/P001_Dubey_2012_FeMo_MgO_tMWCNT.txt,data/interim/parsed_text/P001_Dubey_2012_FeMo_MgO_tMWCNT.txt,2026-07-15T07:24:53Z,2026-07-16T02:21:44Z
